"manyID","treatyID","Title","Beg","stateID","Signature","Force","StateName","gptadID","destaID","changes"
"GRC-SYR[ESA]_1981O","GRC-SYR[ESA]_1981O","EC Syria Greece Accession","1981","SYR","1981",NA,"Syria",NA,"351",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","BRA","1981",NA,"Brazil",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","CHL","1981",NA,"Chile",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","EGY","1981",NA,"Egypt",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","ESP","1981",NA,"Spain",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","GRC","1981",NA,"Greece",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","IND","1981",NA,"India",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","ISR","1981",NA,"Israel",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","KOR","1981",NA,"South Korea",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","MEX","1981",NA,"Mexico",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","PAK","1981",NA,"Pakistan",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","PER","1981",NA,"Peru",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","PHL","1981",NA,"Philippines",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","SRB","1981",NA,"Serbia",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","TUN","1981",NA,"Tunisia",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","TUR","1981",NA,"Turkey",NA,"647",0
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","URY","1981",NA,"Uruguay",NA,"647",0
"CRBCBA_1983O","CRBCBA_1983O","Caribbean Community (CARICOM) Bahamas Accession","1983","ATG","1983",NA,"Antigua & Barbuda",NA,"171",0
"CRBCBA_1983O","CRBCBA_1983O","Caribbean Community (CARICOM) Bahamas Accession","1983","BHS","1983",NA,"Bahamas",NA,"171",0
"CRBCBA_1983O","CRBCBA_1983O","Caribbean Community (CARICOM) Bahamas Accession","1983","BLZ","1983",NA,"Belize",NA,"171",0
"CRBCBA_1983O","CRBCBA_1983O","Caribbean Community (CARICOM) Bahamas Accession","1983","BRB","1983",NA,"Barbados",NA,"171",0
"CRBCBA_1983O","CRBCBA_1983O","Caribbean Community (CARICOM) Bahamas Accession","1983","DMA","1983",NA,"Dominica",NA,"171",0
"CRBCBA_1983O","CRBCBA_1983O","Caribbean Community (CARICOM) Bahamas Accession","1983","GRD","1983",NA,"Grenada",NA,"171",0
