"HUGGO_RowNumber";"manyID";"Title";"Signature";"Force";"url";"End";"Checked_HUGGO";"Parties";"No_source";"MetaData_confirmed";"treatyID"
687;"HUN-LTU[NA]_1998O";"Hungary Lithuania";"1998-11-13";"2000-03-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Hungary-Lithuania.pdf";"2004-05-01";NA;"Hungary, Lithuania";NA;2;"HUN-LTU[NA]_1998O"
690;"IND-LKA[NA]_1998O";"India Sri Lanka";"1998-12-28";"2000-03-01";"https://hcicolombo.gov.in/pdf/hb-india-sl.pdf";NA;NA;"India, Sri Lanka";NA;2;"IND-LKA[NA]_1998O"
697;"CNTRAC_1999O";"Central America Chile";"1999-10-18";"2002-02-15";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2490/download";NA;NA;"Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, Chile";NA;2;"CNTRAC_1999O"
701;"ERSNEC_1999O:ERSNEC_1996O5";"Eurasian Economic Community (EAEC)";"2000-11-10";"2001-05-30";"https://wits.worldbank.org/GPTAD/PDF/archive/EAEC.pdf";"2015-01-01";NA;"Belarus, Kazakhstan, Kyrgystan, Russia, Tajikistan ";NA;1;"ERSNEC_1999O:ERSNEC_1996O5"
702;"MKD-TUR[MCD]_1999O";"Macedonia Turkey";"1999-09-07";"2000-09-01";"https://edit.wti.org/app.php/document/show/b1e4df50-7107-4fb5-961b-f6847b6c3e49";NA;NA;"Macedonia, Turkey";NA;2;"MKD-TUR[MCD]_1999O"
704;"ANDNCA_1999A";"Andean Community Auto Agreement";"1999-09-16";"2000-01-01";"https://www.wipo.int/wipolex/en/text/223989";NA;NA;"Colombia, Ecuador, Venezuela";NA;2;"ANDNCA_1999A"
707;"ECSWTB_1999O1";"EC Switzerland Bilaterals 1";"1999-06-21";"2002-06-01";NA;NA;NA;"";1;2;"ECSWTB_1999O1"
711;"HUN-LVA[NA]_1999O";"Hungary Latvia";"1999-06-10";"";"https://m.likumi.lv/ta/id/224344-free-trade-agreement-the-republic-of-latvia-and-the-republic-of-hungary";NA;NA;"Hungary, Latvia";NA;2;"HUN-LVA[NA]_1999O"
713;"ARM-KAZ[NA]_1999O";"Armenia Kazakhstan";"1999-09-02";"2001-12-25";"https://wits.worldbank.org/GPTAD/PDF/archive/armenia-kazakhstan.pdf";NA;NA;"Armenia, Kazakhstan";NA;2;"ARM-KAZ[NA]_1999O"
715;"POL-TUR[NA]_1999O";"Turkey Poland";"1999-10-04";"2000-05-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Poland-Turkey.pdf";NA;NA;"Turkey, Poland";NA;2;"POL-TUR[NA]_1999O"
718;"BGR-MKD[MCD]_1999O";"Bulgaria Macedonia";"1999-10-13";"2000-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Macedonia.pdf";NA;1;"Macedonia, Bulgaria";NA;2;"BGR-MKD[MCD]_1999O"
721;"ECSTHA_1999O";"EC South Africa";"1999-10-11";"2004-05-01";"https://wits.worldbank.org/GPTAD/PDF/archive/EC-South Africa.pdf";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom, South Africa";NA;1;"ECSTHA_1999O"
722;"ESTAFC_1999O:ESTAFC_1966O";"East African Community (EAC)";"1999-11-30";"2000-07-07";"https://edit.wti.org/app.php/document/show/6152dafa-e2dd-423c-abc2-94cb4669c45a";NA;NA;"Uganda, Kenya, Tanzania";NA;2;"ESTAFC_1999O"
723;"ANDNCA_2000O";"Andean Countries Argentina";"2000-05-29";"2000-08-01";NA;NA;NA;"Bolivia, Colombia, Ecuador, Peru, Argentina";1;2;"ANDNCA_2000O"
726;"CRBBCC_2000O";"Caribbean Community (CARICOM) Cuba";"2000-07-05";"2001-01-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2498/download";NA;NA;"Antigua and Barbuda, Bahamas, Barbados, Belize, Dominica, Grenada, Guyana, Haiti, Jamaica, Montserrat, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, Cuba";NA;1;"CRBBCC_2000O"
728;"COTONO_2000A";"Cotonou Agreement";"2000-06-23";"2003-04-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22000A1215(01)&from=EN";NA;NA;"Belgium, Bulgaria, Czechia, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Croatia, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, the Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland and Sweden, Antigua and Barbuda, Bahamas, Barbados, Belize, Cuba, Dominica, Dominican Republic, Grenada, Guyana, Haiti, Jamaica, Saint Kitts and Nevis, St Lucia, St Vincent and the Grenadines, Suriname and Trinidad and Tobago, Benin, Burkina Faso, Cabo Verde, Côte d’Ivoire, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Senegal, Sierra Leone, The Gambia, Togo, Cameroon, Central African Republic, Chad, Congo, Democratic Republic of the Congo, Equatorial Guinea, Gabon, São Tomé and Príncipe, Comoros, Djibouti, Eritrea, Ethiopia, Madagascar, Malawi, Mauritius, Seychelles, Sudan, Zambia, Zimbabwe ,Burundi, Kenya, Rwanda, Tanzania, Uganda, Botswana, Eswatini, Lesotho, Mozambique, Namibia, South Africa, Cook Islands, Fiji, Kiribati, Marshall Islands, Micronesia, Nauru, Niue, Palau, Papua New Guinea, Samoa, Solomon Islands, Tonga, Tuvalu, Vanuatu.";NA;1;"COTONO_2000A"
733;"EFTMCD_2000O";"EFTA Macedonia";"2000-06-19";"2002-05-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/macedonia/EFTA-Macedonia%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Macedonia";NA;2;"EFTMCD_2000O"
736;"MNE-RUS[RSS]_2000O";"Russia Serbia And Montenegro";"2000-08-28";"";"http://rtais.wto.org/rtadocs/858/TOA/English/Russia-Yugoslavia%20FTA_text%20with%20protocols_Republic%20of%20Serbia.doc";NA;1;"Russia, Yugoslavia";NA;2;"MNE-RUS[RSS]_2000O"
739;"ECMEXC_2000O:ECMEXC_2000O";"EC Mexico";"2000-03-23";"2000-07-01";"https://wits.worldbank.org/GPTAD/PDF/archive/EC-Mexico.pdf";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain and Sweden";NA;1;"ECMEXC_2000O"
740;"ISR-MEX[NA]_2000O";"Israel Mexico";"2000-04-10";"2000-07-01";" http://www.sice.oas.org/Trade/meis_e/Text/MEX_ISR_FullText_e.pdf";NA;NA;"Mexico, Israel";NA;2;"ISR-MEX[NA]_2000O"
742;"ARE-JOR[NA]_2000O";"Jordan United Arab Emirates (UAE)";"2000-05-21";"";"https://wits.worldbank.org/GPTAD/PDF/archive/Jordon-UAE.pdf";NA;NA;"Jordan, United Arab Emirates";NA;2;"ARE-JOR[NA]_2000O"
744;"MXCNRT_2000O";"Mexico Northern Triangle";"2000-06-29";"2001-03-15";"http://www.sice.oas.org/Trade/mextnorte/Mex_TNorte_s.asp#pre%C3%A1mbulo";NA;NA;"Mexico, El Salvador, Guatemala, Honduras";NA;2;"MXCNRT_2000O"
749;"USA-VNM[NA]_2000O";"United States Viet Nam";"2000-07-13";"2001-12-10";"https://wits.worldbank.org/GPTAD/PDF/archive/US-Vietnam.pdf";NA;NA;"United States, Vietnam";NA;1;"USA-VNM[NA]_2000O"
751;"JOR-USA[NA]_2000O";"US Jordan";"2000-10-24";"2001-12-17";"https://ustr.gov/sites/default/files/Jordan%20FTA.pdf";NA;NA;"United States, Jordan";NA;2;"JOR-USA[NA]_2000O"
752;"NZL-SGP[NA]_2000O:NZL-SGP[NA]_2000O";"New Zealand Singapore";"2000-11-14";"2001-01-01";"https://www.mfat.govt.nz/assets/Trade-agreements/Singapore-NZ-CEP/NZ-Singapore-CEP-full-text.pdf";NA;NA;"New Zealand, Singapore";NA;2;"NZL-SGP[NA]_2000O"
753;"EFTMXC_2000O";"EFTA Mexico";"2000-11-27";"2001-07-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/mexico/EFTA-Mexico%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Mexico";NA;2;"EFTMXC_2000O"
754;"BIH-HRV[NA]_2000O";"Croatia Bosnia And Herzegovina";"2000-12-19";"2005-02-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Bosnia%20and%20Herzogovina.pdf";NA;NA;"Croatia, Bosnia and Herzegovina";NA;2;"BIH-HRV[NA]_2000O"
756;"BRA-GUY[NA]_2001O";"Brazil Guyana";"2001-06-27";"2004-05-31";"http://www.sice.oas.org/Trade/BRA_GUY/BRA_GUY_Index_s.asp";NA;NA;"Brazil, Guyana";NA;2;"BRA-GUY[NA]_2001O"
757;"CRBBNC_2001O";"Caribbean Community (CARICOM) Revised";"2001-07-05";"2002-02-04";"https://edit.wti.org/app.php/document/show/7fdf653d-12f1-4bb6-865e-4931bc6b2960";NA;NA;"Antigua and Barbuda, Barbados, Belize, Dominica, Grenada, Guyana, Jamaica, St. Kitts and Nevis, Saint Lucia, St. Vincent and the Grenadines, Suriname, Trinidad and Tobago, Haiti";NA;2;"CRBBNC_2001O"
758;"CROTEC_2001O";"Croatia EC";"2001-10-29";"2005-02-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22005A0128(01)&from=EN";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom, Croatia";NA;1;"CROTEC_2001O"
759;"CRTEFT_2001O";"Croatia EFTA";"2001-06-21";"2002-04-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/croatia/EFTA-Croatia%20Free%20Trade%20Agreement.pdf";"2013-07-01";NA;"Iceland, Liechtenstein, Norway, Switzerland, Croatia";NA;1;"CRTEFT_2001O"
761;"ECEEMA_2001A";"EC Egypt Euro-Med Association Agreement";"2001-06-25";"2004-06-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2514/download";NA;NA;"Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Egypt";NA;1;"ECEEMA_2001A"
762;"ECMCDS_2001O";"EC Macedonia SAA";"2001-04-09";"2004-04-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22004A0320(03)&from=EN";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom, Macedonia";NA;2;"ECMCDS_2001O"
763;"ECNICE_2001O";"EC Nice";"2001-02-26";"2003-02-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:12001C/TXT&from=EN";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom";NA;1;"ECNICE_2001O"
766;"GLFCPC_2001O:GLFCPC_1981O";"Gulf Cooperation Council (GCC)";"2001-12-31";"2003-01-01";"https://edit.wti.org/app.php/document/show/d444ad42-56fc-4a5f-b886-34023158dad1";NA;NA;"Bahrain, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates";NA;2;"GLFCPC_2001O:GLFCPC_1981O"
771;"ARE-MAR[UAE]_2001O";"Morocco UAE";"2001-06-25";"2003-07-09";NA;NA;NA;"Morocco, United Arab Emirates";1;2;"ARE-MAR[UAE]_2001O"
777;"BHR-JOR[NA]_2001O";"Bahrain Jordan";"2001-07-21";"";"https://wits.worldbank.org/GPTAD/PDF/archive/Bahrain-Jordan.pdf";NA;NA;"Bahrain, Jordan";NA;2;"BHR-JOR[NA]_2001O"
778;"MKD-UKR[FYU]_2001O";"Ukraine Former Yugoslav Republic Of Macedonia";"2001-01-18";"2001-07-05";"http://rtais.wto.org/rtadocs/573/TOA/English/Ukraine-FYROM-Agreement.doc";NA;NA;"Ukraine, Macedonia";NA;2;"MKD-UKR[UYM]_2001O"
779;"ISR-ROU[NA]_2001O";"Romania Israel";"2001-01-30";"2002-01-01";"https://www.worldtradelaw.net/document.php?id=fta/agreements/romisrfta.pdf";NA;NA;"Israel, Romania";NA;2;"ISR-ROU[NA]_2001O"
781;"CAN-CRI[NA]_2001O";"Canada Costa Rica";"2001-04-23";"2002-11-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Canada-CostaRica.pdf";NA;NA;"Canada, Costa Rica";NA;2;"CAN-CRI[NA]_2001O"
782;"BGR-LTU[NA]_2001O";"Bulgaria Lithuania";"2001-05-08";"2002-03-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Lithuania.pdf";"2004-05-01";NA;"Bulgaria, Lithuania";NA;1;"BGR-LTU[NA]_2001O"
783;"BGR-ISR[NA]_2001O";"Bulgaria Israel";"2001-06-08";"2002-01-01";"https://www.wipo.int/wipolex/en/text/242530";NA;NA;"Bulgaria, Israel";NA;2;"BGR-ISR[NA]_2001O"
784;"EFTJRD_2001O";"EFTA Jordan";"2001-06-21";"2002-09-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/Jordan/EFTA-Jordan%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Jordan";NA;1;"EFTJRD_2001O"
787;"TJK-UKR[UKR]_2001O";"Ukraine Tajikistan";"2001-06-06";"2002-07-11";"http://rtais.wto.org/rtadocs/576/TOA/English/FTA%20Ukraine%20-%20Tajikistan_ToA.doc";NA;NA;"Ukraine, Tajikistan";NA;2;"TJK-UKR[UKR]_2001O"
789;"JOR-SYR[SYR]_2001O:JOR-SYR[SYR]_1965O";"Jordan Syria";"2001-10-08";"";"https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Syria.pdf";NA;NA;"Jordan, Syria";NA;2;"JOR-SYR[SYR]_2001O"
790;"PCFICT_2001A";"Pacific Island Countries Trade Agreement (PICTA)";"2001-08-18";"2003-04-13";"http://rtais.wto.org/rtadocs/582/TOA/English/PICTA-text.pdf";NA;NA;"Cook Islands, Micronesia, Fiji, Kiribati, Nauru, Niue, Marshall Islands, Palau, Papua New Guinea, Samoa, Solomon Islands, Tonga, Tuvalu, Vanuatu";NA;2;"PCFICT_2001A"
791;"BIH-SVN[NA]_2001O";"Slovenia Bosnia And Herzegovina";"2001-10-03";"";" https://wits.worldbank.org/GPTAD/PDF/archive/BosniaHerzegovina-Slovenia.pdf";NA;NA;"Slovenia, Bosnia and Herzegovenia";NA;2;"BIH-SVN[NA]_2001O"
795;"BGR-EST[NA]_2001O";"Bulgaria Estonia";"2001-12-11";"2002-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Estonia.pdf";NA;NA;"Bulgaria, Estonia";NA;2;"BGR-EST[NA]_2001O"
797;"ALEEMA_2002A";"Algeria EC Euro-Med Association Agreement";"2002-04-22";"2005-09-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2643/download";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom, Algeria";NA;2;"ALEEMA_2002A"
799;"BIH-MKD[MCD]_2002O:BIH-MKD[MCD]_1997O";"Bosnia And Herzegovina Macedonia";"2002-04-26";"2002-07-15";"https://wits.worldbank.org/GPTAD/PDF/archive/FYROM-Bosnia-Herzegovina.pdf";NA;NA;"Bosnia And Herzegovina, Macedonia";NA;2;"BIH-MKD[MCD]_2002O:BIH-MKD[MCD]_1997O"
801;"BRA-MEX[NA]_2002O:BRA-MEX[NA]_1983O";"Brazil Mexico";"2002-07-03";"2003-05-02";"http://www.sice.oas.org/Trade/MexBraACE53/SPA/acuerdo_s.asp";NA;NA;"Brazil, Mexico";NA;2;"BRA-MEX[NA]_2002O:BRA-MEX[NA]_1983O"
802;"CNTRAP_2002O";"Central America Panama";"2002-03-06";"2009-11-26";"https://edit.wti.org/document/show/a5f3a60a-71c2-41e5-bac1-c49b34e45e75";NA;NA;"Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, Chile, Panama";NA;2;"CNTRAP_2002O"
803;"CHILEC_2002O";"Chile EC";"2002-11-18";"2003-02-01";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2644/download";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom, Chile";NA;2;"CHILEC_2002O"
805;"ECLEMA_2002A";"EC Lebanon Euro-Med Association Agreement";"2002-06-17";"2006-04-01";"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22006A0530(01)&from=EN";NA;NA;"Belgium, Denmark, Germany, Greece, Spain, France, Ireland, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland, Sweden, United Kingdom, Lebanon";NA;2;"ECLEMA_2002A"
806;"GGODED_2002O";"GUAMGUUAM Organization For Democracy And Economic Development";"2002-07-20";"2003-12-10";"https://guam-organization.org/en/agreement-on-establishment-of-free-trade-area-between-the-guuam-participating-states/";NA;NA;"Georgia, Ukraine, Azerbaijan, Moldova";NA;2;"GMODED_2002O"
807;"JOR-LBN[NA]_2002O:JOR-LBN[NA]_1992O";"Jordan Lebanon";"2002-10-31";"";"https://findrulesoforigin.org/documents/pdf/itc00586_full.pdf";NA;NA;"Jordan, Lebanon";NA;2;"JOR-LBN[NA]_2002O:JOR-LBN[NA]_1992O"
808;"MRCSMA_2002A";"MERCOSUR Mexico Auto Agreement";"2002-09-27";"2003-01-01";"http://www.sice.oas.org/Trade/MERCOSURMexACE55/MERMexAuto_s.asp#A.1";NA;NA;"Argentina, Brazil, Paraguay, Uruguay, Mexico";NA;2;"MRCSMA_2002A"
817;"ALB-MKD[MCD]_2002O";"Albania Macedonia (FYROM)";"2002-03-29";"2002-07-15";"https://wits.worldbank.org/GPTAD/PDF/archive/Albania-FYROM.pdf";"2007-07-26";NA;"Albania, Macedonia";NA;1;"ALB-MKD[MCD]_2002O"
818;"JPN-SGP[NA]_2002O";"Japan Singapore";"2002-01-13";"2002-11-30";"https://www.mofa.go.jp/region/asia-paci/singapore/jsepa-1.pdf";NA;NA;"Japan, Singapore";NA;2;"JPN-SGP[NA]_2002O"
820;"HRV-TUR[NA]_2002O";"Turkey Croatia";"2002-03-13";"2003-07-01";"https://www.worldtradelaw.net/document.php?id=fta/agreements/turcrofta.pdf&mode=download";NA;NA;"Turkey, Croatia";NA;2;"HRV-TUR[NA]_2002O"
830;"EFTSNG_2002O";"EFTA Singapore";"2002-06-26";"2003-01-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/singapore/EFTA-Singapore%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Singapore";NA;1;"EFTSNG_2002O"
831;"BIH-TUR[NA]_2002O:BIH-TUR[NA]_2002O";"Turkey Bosnia And Herzegovina";"2002-07-03";"2003-07-01";"https://www.wipo.int/edocs/lexdocs/treaties/en/ba-tr/trt_ba_tr.pdf";NA;NA;"Turkey, Bosnia And Herzegovina";NA;2;"BIH-TUR[NA]_2002O"
834;"LKA-PAK[NA]_2002O";"Pakistan Sri Lanka";"2002-08-01";"2005-06-12";"https://www.commerce.gov.pk/wp-content/uploads/pdf/PSFTA_Text.pdf";NA;NA;"Pakistan, Sri Lanka";NA;2;"LKA-PAK[NA]_2002O"
835;"ALB-HRV[NA]_2002O";"Croatia Albania";"2002-09-27";"2003-06-01";"https://www.wipo.int/wipolex/en/treaties/details/455";NA;NA;"Croatia, Albania";NA;2;"ALB-HRV[NA]_2002O"
836;"BGR-LVA[NA]_2002O";"Bulgaria Latvia";"2002-10-16";"";"https://m.likumi.lv/ta/id/69692-free-trade-agreement-between-the-republic-of-latvia-and-the-republic-of-bulgaria";NA;NA;"Bulgaria, Latvia";NA;2;"BGR-LVA[NA]_2002O"
837;"STHACU_2002O:STHACU_1969O";"Southern African Customs Union (SACU)";"2002-10-21";"2004-07-15";"https://wits.worldbank.org/GPTAD/PDF/archive/SACU.pdf";NA;NA;"Botswana, Lesotho, Namibia, South Africa, Swaziland";NA;2;"STHACU_2002O"
838;"HRV-LTU[NA]_2002O";"Croatia Lithuania";"2002-10-24";"2003-05-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Lithuania.pdf";"2004-05-01";NA;"Croatia, Lithuania";NA;1;"HRV-LTU[NA]_2002O"
841;"BIH-MDA[MLD]_2002O";"Moldova Bosnia And Herzegovina";"2002-12-23";"2004-10-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-BosniaHerzegovina.pdf";"2007-07-26";NA;"Moldova, Bosnia and Herzegovina";NA;1;"BIH-MDA[MLD]_2002O"
844;"BGR-SRB[SRB]_2003O";"Bulgaria Serbia";"2003-11-13";"2004-06-01";"";NA;NA;"Bulgaria, Serbia";1;2;"BGR-SRB[SRB]_2003O"
845;"CHILFT_2003O";"Chile EFTA";"2003-06-26";"2004-12-01";"https://www.efta.int/media/documents/legal-texts/free-trade-relations/chile/EFTA-Chile%20Free%20Trade%20Agreement.pdf";NA;NA;"Iceland, Liechtenstein, Norway, Switzerland, Chile";NA;1;"CHLEFT_2003O"
847;"ECNCOT_2003A";"Economic Cooperation Organization Trade Agreement (ECOTA)";"2003-07-17";"2008-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/ECO.pdf";NA;NA;"Afghanistan, Azerbaijan, Iran, Kazakhstan, Kyrgystan, Pakistan, Tajikistan, Turkey, Turkmenistan, Uzbekistan";NA;2;"ECNCOT_2003A"
850;"MKD-ROU[MCD]_2003O";"Macedonia Romania";"2003-02-07";"";"https://www.worldtradelaw.net/document.php?id=fta/agreements/romfyromfta.pdf&mode=download";NA;NA;"Macedonia, Romania";NA;2;"MKD-ROU[MCD]_2003O"
851;"MDA-SRB[MLS]_2003O";"Moldova Serbia";"2003-11-13";"2004-09-01";"https://www.worldtradelaw.net/document.php?id=fta/agreements/molsermonfta.pdf&mode=download";NA;NA;"Moldova, Serbia and Montenegro";NA;2;"MDA-SRB[MLS]_2003O"
852;"ROU-SRB[SRB]_2003O";"Romania Serbia";"2003-12-23";"2004-07-01";"";NA;NA;"Romania, Serbia and Montenegro";1;2;"ROU-SRB[SRB]_2003O"
861;"CHL-KOR[KOR]_2003O";"Korea Republic Of Chile";"2003-02-15";"2004-04-01";"http://www.sice.oas.org/Trade/Chi-SKorea_e/CHL_KOR_FullText_e/CHL_KOR_FullText_e.pdf";NA;NA;"South Korea, Chile";NA;1;"CHL-KOR[KOR]_2003O"
863;"AUS-SGP[NA]_2003O";"Singapore Australia";"2003-02-17";"2003-07-28";"https://wits.worldbank.org/GPTAD/PDF/archive/Singapore-Australia.pdf";NA;NA;"Singapore, Australia";NA;1;"AUS-SGP[NA]_2003O"
864;"AFG-IND[NA]_2003O:AFG-IND[NA]_2003O";"India Afghanistan";"2003-03-06";"2003-05-13";"https://wits.worldbank.org/GPTAD/PDF/archive/Afghanistan-India.pdf";NA;NA;"India, Afghanistan";NA;2;"AFG-IND[NA]_2003O"
865;"ALB-BGR[NA]_2003O";"Albania Bulgaria";"2003-03-26";"";"https://www.worldtradelaw.net/document.php?id=fta/agreements/albbulfta.pdf&mode=download";NA;NA;"Albania, Bulgaria";NA;2;"ALB-BGR[NA]_2003O"
866;"BIH-ROU[NA]_2003O";"Romania Bosnia And Herzegovina";"2003-10-24";"2005-02-14";"https://www.worldtradelaw.net/document.php?id=fta/agreements/rombosherfta.pdf";NA;NA;"Romania, Bosnia And Herzegovina";NA;2;"BIH-ROU[NA]_2003O"
867;"ALB-BIH[NA]_2003O";"Albania Bosnia And Herzegovina";"2003-04-15";"2004-12-01";"https://www.wipo.int/wipolex/en/text/238588";"";NA;"Albania, Bosnia And Herzegovina";NA;2;"ALB-BIH[NA]_2003O"
868;"SGP-USA[NA]_2003O";"US Singapore";"2003-05-06";"2004-01-01";"https://ustr.gov/sites/default/files/uploads/agreements/fta/singapore/asset_upload_file708_4036.pdf";NA;NA;"United States, Singapore";NA;2;"SGP-USA[NA]_2003O"
869;"ALB-ROU[NA]_2003O";"Albania Romania";"2003-06-01";"";"https://wits.worldbank.org/GPTAD/PDF/archive/albania-romania.pdf";NA;NA;"Albania, Romania";NA;2;"ALB-ROU[NA]_2003O"
870;"CHL-USA[NA]_2003O";"US Chile";"2003-06-06";"2004-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/UnitedStates-Chile.pdf";NA;NA;"United States, Chile";NA;1;"CHL-USA[NA]_2003O"
873;"CHINA_2003O";"China Hong Kong (CEPA)";"2003-09-29";"2004-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/China-HongKong.pdf";NA;NA;"China, Hong Kong";NA;2;"CHINA_2003O"
874;"ALB-KOS[NA]_2003O";"Albania UNMICKosovo";"2003-07-07";"";"https://www.worldtradelaw.net/document.php?id=fta/agreements/albunmikfta.pdf&mode=download";NA;NA;"Albania, Kosovo";NA;2;"ALB-KOS[UNM]_2003O"
879;"PAN-TWN[TWN]_2003O";"Panama Taiwan";"2003-08-21";"2004-01-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Panama-Taiwan.pdf";NA;NA;"Panama, Taiwan";NA;2;"PAN-TWN[TWN]_2003O"
880;"CMMNEZ_2003O";"Common Economic Zone (CEZ)";"2003-09-19";"2004-05-20";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/4731/download";NA;NA;"Belarus, Kazakhstan, Russia, Ukraine";NA;2;"CMMNEZ_2003O"
882;"BGR-BIH[NA]_2003O";"Bulgaria Bosnia And Herzegovina";"2003-10-16";"2004-12-01";"https://www.wipo.int/wipolex/en/text/245098";NA;NA;"Bulgaria, Bosnia and Herzegovania";NA;2;"BGR-BIH[NA]_2003O"
883;"CHINMC_2003O";"China Macao China";"2003-10-17";"2004-01-01";"https://www.wipo.int/edocs/lexdocs/treaties/en/cn-mo/trt_cn_mo.pdf";NA;NA;"China, Macao Special administrative region of China";NA;2;"CHNMCC_2003O"
884;"ALB-MDA[MLD]_2003O";"Albania Moldova";"2003-11-13";"2004-11-01";"https://wits.worldbank.org/GPTAD/PDF/archive/Albania-Moldova.pdf";NA;NA;"Albania, Moldova";NA;2;"ALB-MDA[MLD]_2003O"
889;"MDA-UKR[MLU]_2003O:MDA-UKR[MLU]_1995O";"Moldova Ukraine";"2003-11-13";"2005-05-19";"https://wits.worldbank.org/GPTAD/PDF/archive/moldova-ukraine.pdf";NA;NA;"Moldova, Ukraine";NA;1;"MDA-UKR[MLU]_2003O"
890;"MEX-URY[NA]_2003O:MEX-URY[NA]_1986O";"Mexico Uruguay";"2003-11-15";"2004-07-15";"https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2668/download";NA;NA;"Mexico, Uruguay";NA;1;"MEX-URY[NA]_2003O"
